,Price,SMA,EMA,RSI,MACD,MACD_Signal,ATR
2020-08-05,106.98834991455078,,106.98834991455078,,0.0,0.0,
2020-08-06,110.72108459472656,,107.56261678842398,,0.29776800867499276,0.05955360173499855,
2020-08-07,108.20377349853516,,107.66125628228724,,0.3268575233689006,0.11301438606177897,
2020-08-10,109.77650451660156,,107.98667908756637,,0.4713836058566869,0.18468823002076057,
2020-08-11,106.5117416381836,,107.75976563381518,,0.31880747384816743,0.21151207878624195,
2020-08-12,110.05159759521484,,108.1123551663382,,0.4780163074639461,0.2648129245217828,
2020-08-13,111.99923706054688,,108.71033699621645,,0.752672344625708,0.3623848085425678,
2020-08-14,111.89940643310548,,109.20096306343015,,0.9513175391346067,0.48017135466097566,
2020-08-17,111.6072769165039,,109.57116519467226,,1.072806233916836,0.5986983305121477,
2020-08-18,112.53726959228516,,110.02748894815117,,1.229951422097244,0.724948948829167,
2020-08-19,112.67848205566406,,110.4353340416147,,1.3503191429970514,0.850022987662744,
2020-08-20,115.17877197265624,,111.16509372331339,,1.6286894118040038,1.005756272490996,
2020-08-21,121.11421966552734,,112.695728483654,,2.3017082199951346,1.264946661991824,
2020-08-24,122.5627670288086,,114.21373441367778,77.88866556498398,2.9183255007485798,1.5956224297431751,
2020-08-25,121.55729675292967,,115.34351323510116,75.18143180598392,3.2879644821719154,1.9340908402289234,2.0662825448172444
2020-08-26,123.21034240722656,,116.55379464619737,73.25896490422429,3.6719648818387043,2.28166564855088,1.9177333286830378
2020-08-27,121.73746490478516,,117.3512823782878,76.2241880928164,3.8134796405642106,2.588028446953546,1.8431309291294664
2020-08-28,121.5402374267578,,117.99573700112934,74.07805438696755,3.865161323477281,2.8434550222582935,1.7448806762695344
2020-08-31,125.6619644165039,,119.17515660349466,87.86830221767335,4.190403982223941,3.112844814251423,1.8060923985072586
