Date,Price,SMA,EMA,RSI,MACD,MACD_Signal,ATR
2020-08-03,105.89478302001952,,105.89478302001952,,0.0,0.0,
2020-08-04,106.60195922851562,,106.00357935978815,,0.0564129169170684,0.011282583383413682,
2020-08-05,106.98835754394533,,106.15508369581232,,0.13079198619500687,0.03518446394573232,
2020-08-06,110.72109985351562,,106.85754772007436,,0.4853442960942118,0.12521643037542823,
2020-08-07,108.20377349853516,,107.0646593782991,,0.5567840969444973,0.21152996368924207,
2020-08-10,109.7764892578125,,107.4818639751473,,0.7318691399810149,0.31559779894759665,
2020-08-11,106.51174926757812,,107.3326155585982,,0.6002685432532644,0.3725319478087302,
2020-08-12,110.05158996582033,,107.75091931355546,,0.772702450027154,0.452566048252415,
2020-08-13,111.99923706054688,,108.40450665924644,,1.0543623737167565,0.5729253133452833,
2020-08-14,111.8994369506836,,108.94218824254446,,1.2550593151515272,0.7093521137065322,
2020-08-17,111.60725402832033,,109.35219836343305,,1.3746897989343836,0.8424196507521025,
2020-08-18,112.53727722167967,,109.842210495471,,1.5269412896996641,0.9793239785416149,
2020-08-19,112.678466796875,,110.27855761876391,,1.6400885914293468,1.1114769011191614,
2020-08-20,115.17876434326172,,111.03243557637896,71.45882709779363,1.9095002293460794,1.271081566764545,
2020-08-21,121.11422729492188,,112.58348045615479,77.60391859814752,2.5723012611301357,1.5313255056376633,1.9691102164132244
2020-08-24,122.5627670288086,,114.11875531348615,78.19043499469751,3.177828871514535,1.8606261788130378,2.0220647539411254
2020-08-25,121.5572738647461,,115.26314278291075,75.18133921080818,3.535820235548428,2.195664990160116,2.066285814557754
2020-08-26,123.21037292480467,,116.48579357397135,73.25891400791348,3.907874702354036,2.5381069325989003,1.9177398681640594
2020-08-27,121.73745727539062,,117.29374183572816,76.22405700473814,4.037338637905407,2.837953273660202,1.8431391034807436
2020-08-28,121.5402603149414,113.61862983703614,117.94705237099173,74.07803470645248,4.0770301274564815,3.085768644419458,1.7448877607073061
2020-08-31,125.66197204589844,114.60698928833008,119.13396309020814,87.86814225299085,4.390463083534883,3.3467075322425432,1.8061000279017816
2020-09-01,130.66737365722656,115.81026000976563,120.90833394667251,88.5327903871373,4.985287743661971,3.674423574526429,1.910782950265062
2020-09-02,127.96016693115234,116.85885047912598,121.99323132890018,79.00877433088766,5.1785465534346855,3.9752481703080806,1.9650372096470383
2020-09-03,117.71558380126952,117.20857467651368,121.33513170926469,57.722878638191915,4.453713672628524,4.0709412707721695,2.689664568219863
2020-09-04,117.7934799194336,117.6880599975586,120.79026220313682,58.26129518087632,3.8412840270341775,4.025009822024571,2.674358367919921
2020-09-08,109.86653900146484,117.69256248474122,119.1096894028796,46.99497937100584,2.685336350824201,3.757075127784497,3.1741382053920213
2020-09-09,114.248779296875,118.07941398620605,118.36185707887888,51.61292648232446,2.098657638318329,3.425391629891264,3.4770703996930803
2020-09-10,110.51903533935548,118.10278625488282,117.1552691189522,45.33172169858192,1.3175633155179582,3.0038259670166028,3.5648880004882804
2020-09-11,109.06803894042967,117.95622634887695,115.91107986071796,36.740272195451304,0.5748308619507156,2.5180269460034257,3.2445689610072557
2020-09-14,112.34008026123048,117.9782585144043,115.36169530695066,39.181762105147605,0.24738473318613785,2.0638985034399684,3.374819074358262
2020-09-15,112.51537322998048,118.0236644744873,114.92379960280141,40.26019706758907,0.002002906354221068,1.651519384022819,3.315519060407369
2020-09-16,109.19463348388672,117.85653228759766,114.04238943066069,35.42605137415842,-0.45517295374497735,1.2301809164692599,3.4346362522670253
2020-09-17,107.45147705078124,117.59518280029297,113.02840291067923,35.228066997727694,-0.9472272267912984,0.7946992878171483,3.4539391653878417
2020-09-18,104.04309844970705,117.03839950561523,111.64604837822198,33.0343153370178,-1.5938386712660702,0.31699169600050464,3.68330928257534
2020-09-21,107.19831848144533,116.34260406494141,110.96178224025634,31.755224719558584,-1.8305812115989113,-0.11252288551937857,3.614274161202572
2020-09-22,108.88300323486328,115.65861587524414,110.64197008558048,26.961955110635557,-1.860811127979062,-0.46218053401131526,3.377080099923274
2020-09-23,104.31578063964844,114.79654121398926,109.66871017082171,25.941390502525735,-2.2276265557814554,-0.8152697383653433,3.5099383762904615
2020-09-24,105.38700103759766,113.9053726196289,109.00998568878724,34.57607427009121,-2.4041780238155184,-1.1330513954553785,2.854698181152347
2020-09-25,109.34071350097656,113.2855354309082,109.06086689066252,40.35987717538183,-2.199707917375335,-1.3463826998393698,3.131542205810549
2020-09-28,111.95055389404295,112.80605010986328,109.50543412195182,52.70479229354613,-1.806250248012347,-1.4383562094739653,2.7517493111746663
2020-09-29,111.10330963134766,112.07811698913574,109.75126112339734,45.50512271422849,-1.54498808074338,-1.4596825837278482,2.499249594552176
2020-09-30,112.77828216552734,111.18366241455078,110.21695666834042,53.42988588822325,-1.1890727551622717,-1.405560618014733,2.35248020717076
2020-10-01,113.73263549804688,110.4722858428955,110.7578303344491,57.1900010442823,-0.8205402797605643,-1.2885565503638994,2.3170057024274544
2020-10-02,110.06134033203124,110.08957366943359,110.65067802638481,46.53026041721116,-0.8153199743301514,-1.1939092351571499,2.3455238342285134
