Date,Signal_Weighted_Return,Equal_Weight_Return,Signal_Weighted_Value,Equal_Weight_Value,Signal_Cumulative_Return,Equal_Cumulative_Return
2023-01-20,0.019171672626035394,0.01917167262603539,121562.93393019174,148213.50799638755,0.2156293393019173,0.4821350799638755
2023-01-23,0.010150197533777884,0.011268214592540553,122796.82172236877,149883.60961000406,0.22796821722368765,0.49883609610004065
2023-01-24,-0.00272579072174208,-0.0027257907217420807,122462.1032850585,149475.05825758792,0.2246210328505851,0.49475058257587934
2023-01-25,-0.006310164319133108,0.0008663597404403922,121689.34729046315,149604.55743026227,0.21689347290463146,0.49604557430262264
2023-01-26,0.010647404061137697,0.010647404061137703,122985.02294100082,151197.45760260994,0.2298502294100082,0.5119745760260994
2023-01-27,0.0013369506229065566,0.0013369506229065574,123149.44784402997,151399.60113773364,0.2314944784402997,0.5139960113773363
2023-01-30,-0.010390256569963698,-0.010390256569963703,121869.89348448114,149826.52043732244,0.2186989348448114,0.4982652043732243
2023-01-31,0.013792497703883015,0.013792497703883017,123550.78371053831,151893.002376435,0.23550783710538314,0.5189300237643499
2023-02-01,0.011510957275867139,0.011510957275867144,124972.97150323023,153641.43623729332,0.24972971503230235,0.5364143623729332
2023-02-02,0.009171455203842018,0.009171455203842016,126119.15551306315,155050.5517871976,0.2611915551306314,0.550505517871976
2023-02-03,-0.014363610933638006,-0.011343738234999748,124307.62903199451,153291.69891453136,0.24307629031994504,0.5329169891453136
2023-02-06,-0.009061885984566464,-0.005916370951099406,123181.16747069478,152384.76836002874,0.23181167470694786,0.5238476836002874
2023-02-07,0.00990694918922061,0.010232357095710487,124401.51703789581,153944.0237258357,0.24401517037895815,0.5394402372583569
2023-02-08,-0.008933738718985104,-0.008933738718985113,123290.14638843387,152568.72804051984,0.23290146388433874,0.5256872804051984
2023-02-09,-0.011090741434362048,-0.011090741434362044,121922.76725343511,150876.62772685292,0.21922767253435116,0.5087662772685293
2023-02-10,0.004145403101694014,0.004145403101694015,122428.18627097462,151502.07216740496,0.22428186270974626,0.5150207216740497
2023-02-13,0.00999632099868967,0.009996320998689677,123652.01772022666,153016.535512757,0.2365201772022667,0.53016535512757
